1996-10-29,64070.00,64070.00,63201.00,63415.00,661243
1996-10-30,63415.00,63886.00,63415.00,63886.00,465067
1996-10-31,63906.00,65011.00,63906.00,65011.00,467704
1996-11-01,65011.00,65450.00,64878.00,64949.00,616292
1996-11-04,64949.00,65103.00,64591.00,64683.00,291469
1996-11-05,64530.00,64530.00,64213.00,64305.00,434486
1996-11-06,64305.00,64397.00,63804.00,63804.00,667784
1996-11-07,63743.00,63743.00,62628.00,62966.00,487512
1996-11-08,62966.00,63385.00,62741.00,62986.00,372116
1996-11-11,62853.00,62853.00,62199.00,62260.00,349994
1996-11-12,62260.00,62659.00,61861.00,62659.00,723354
1996-11-13,62659.00,62863.00,62383.00,62567.00,1097347
1996-11-14,62587.00,63436.00,62587.00,63293.00,493481
1996-11-15,63354.00,63732.00,63354.00,63702.00,377141
1996-11-18,63845.00,64796.00,63845.00,64673.00,435305
1996-11-19,64315.00,64315.00,63978.00,64090.00,280022
1996-11-20,64090.00,64254.00,63559.00,63712.00,308234
1996-11-21,62996.00,62996.00,62557.00,62802.00,381715
1996-11-22,62782.00,62782.00,62188.00,62199.00,258566
1996-11-25,62199.00,62209.00,61524.00,61749.00,152611
1996-11-26,61749.00,62260.00,61728.00,62219.00,365233
1996-11-27,62219.00,62710.00,62219.00,62669.00,133898
1996-11-28,62669.00,62812.00,62393.00,62444.00,379823
1996-11-29,62444.00,62516.00,62250.00,62505.00,480419
1996-12-02,62505.00,62792.00,62434.00,62475.00,326315
1996-12-03,62444.00,62444.00,62035.00,62444.00,569417
1996-12-04,62444.00,62608.00,62270.00,62536.00,487775
1996-12-05,62536.00,62597.00,62413.00,62577.00,683429
1996-12-06,62260.00,62260.00,60593.00,61197.00,470727
1996-12-09,61197.00,61800.00,61053.00,61370.00,323229
1996-12-10,61544.00,61974.00,61544.00,61933.00,442006
1996-12-11,61739.00,61739.00,61411.00,61555.00,332526
1996-12-12,61555.00,61595.00,60972.00,61186.00,723961
1996-12-13,60818.00,60818.00,59510.00,59816.00,844785
1996-12-17,59816.00,59898.00,58109.00,58620.00,1884375
1996-12-18,58620.00,59213.00,58262.00,59019.00,687277
1996-12-19,59019.00,59632.00,58630.00,59632.00,894906
1996-12-20,59847.00,60593.00,59847.00,60491.00,558999
1996-12-23,60491.00,60644.00,60368.00,60593.00,269936
1996-12-24,60593.00,60706.00,60522.00,60706.00,108190
1996-12-27,60706.00,60931.00,60154.00,60910.00,73024
1996-12-30,60992.00,61381.00,60992.00,61350.00,265902
1996-12-31,61370.00,61524.00,61370.00,61422.00,218029
1997-01-02,61074.00,61074.00,60777.00,61043.00,159602
1997-01-03,61002.00,61002.00,60839.00,60931.00,165830
1997-01-06,60931.00,61053.00,60583.00,60644.00,128905
1997-01-07,60644.00,61084.00,60481.00,61084.00,186827
1997-01-08,61207.00,61882.00,61207.00,61503.00,634638
1997-01-09,61503.00,61555.00,61166.00,61514.00,440313
1997-01-10,61667.00,62158.00,61667.00,61698.00,696685
1997-01-13,61984.00,62700.00,61984.00,62638.00,518098
1997-01-14,62638.00,62638.00,62454.00,62516.00,450575
1997-01-15,62516.00,62874.00,62444.00,62526.00,312423
1997-01-16,62526.00,62925.00,62413.00,62884.00,384943
1997-01-17,62884.00,63068.00,62669.00,62874.00,335163
1997-01-20,62874.00,63221.00,62833.00,62833.00,497250
1997-01-21,62669.00,62669.00,62260.00,62362.00,401369
1997-01-22,62505.00,62976.00,62505.00,62689.00,567308
1997-01-23,62689.00,62741.00,62250.00,62342.00,286963
1997-01-24,62056.00,62056.00,61677.00,61831.00,523173
1997-01-27,61831.00,62045.00,61708.00,61820.00,332811
1997-01-28,61871.00,62362.00,61871.00,62362.00,452083
1997-01-29,62137.00,62137.00,61749.00,61769.00,287132
1997-01-30,61769.00,61820.00,61217.00,61360.00,324817
1997-01-31,61360.00,61585.00,60890.00,61585.00,489312
1997-02-03,61595.00,61994.00,61595.00,61912.00,586447
1997-02-04,62260.00,62628.00,62260.00,62495.00,550954
1997-02-05,62495.00,63078.00,62352.00,62955.00,1280210
1997-02-06,62955.00,63661.00,62894.00,63559.00,1034270
1997-02-07,63579.00,63978.00,63579.00,63794.00,783953
1997-02-10,64407.00,64745.00,64407.00,64704.00,562108
1997-02-11,64704.00,64878.00,64489.00,64867.00,550243
1997-02-12,64867.00,64878.00,64530.00,64714.00,511402
1997-02-13,65123.00,65685.00,65123.00,65338.00,571510
1997-02-14,65338.00,65348.00,64755.00,65143.00,388510
1997-02-17,65174.00,65471.00,65174.00,65460.00,384040
1997-02-18,65726.00,66084.00,65726.00,66043.00,411790
1997-02-19,66043.00,66156.00,65829.00,66156.00,463131
1997-02-20,66064.00,66064.00,65767.00,66054.00,372573
1997-02-21,66054.00,66217.00,65931.00,66217.00,403903
1997-02-24,66217.00,66524.00,66186.00,66473.00,503298
1997-02-25,66595.00,67004.00,66595.00,66902.00,680334
1997-02-26,66902.00,66994.00,66698.00,66718.00,716640
1997-02-27,66555.00,66555.00,66360.00,66473.00,453837
1997-02-28,66125.00,66125.00,65655.00,65982.00,657073
1997-03-03,65982.00,66125.00,65573.00,66125.00,594241
1997-03-04,66125.00,66309.00,65880.00,65921.00,646302
1997-03-05,65593.00,65593.00,65143.00,65236.00,350099
1997-03-06,65287.00,65501.00,65287.00,65409.00,390099
1997-03-07,65379.00,65379.00,64980.00,65031.00,278279
1997-03-10,65031.00,65491.00,64806.00,65491.00,422726
1997-03-11,65890.00,66278.00,65890.00,66197.00,515770
1997-03-12,66197.00,66473.00,66094.00,66176.00,320029
1997-03-13,66176.00,66309.00,66084.00,66135.00,390732
1997-03-14,65665.00,65665.00,65256.00,65542.00,343261
1997-03-17,65542.00,65798.00,65092.00,65297.00,1122826
1997-03-18,65021.00,65021.00,64714.00,65021.00,367665
1997-03-19,65021.00,65195.00,64867.00,65154.00,312813
1997-03-20,65154.00,65297.00,65051.00,65184.00,429747
1997-03-24,65184.00,65266.00,64980.00,65062.00,294424
1997-03-25,65062.00,65143.00,65000.00,65011.00,482877
